23
a,1.1276057648284956
e,2.783105421332159
i,0.979645422727704
o,0.4158356615349192
ö,0.022345138573670514
u,0.6048272873361671
ü,0.1365286338886277
ä,0.1146058745089771
#
m,0.664424086129455
n,1.282933213470716
k,0.17303855909354518
s,0.5930345596374766
l,0.36348239600488913
b,0.34382329630402964
t,0.3447572029353451
j,0.06400964058878539
d,0.5418767657494173
f,0.21646121331512885
h,0.1856361989747896
g,0.28717488860505386
r,0.760216830127163
z,0.11661163990667041
w,0.1491359144960896
v,0.22209236338422414
p,0.040007131271151984
x,0.004693605874522265
#
ei,0.5654785941545537
au,0.23013696978728618
eu,0.06993042737141031
ae,0.003355704697986577
ie,0.3999345603259013
ee,0.028254143104510132
ia,0.03703877484199673
aue,0.028513120490207274
oe,0.01693407312897689
iee,0.005186409116540121
ai,0.002398081534772182
eie,0.002398081534772182
üe,0.0045662100456621
äu,0.008064516129032258
oi,0.002183406113537118
ue,0.002183406113537118
oa,0.004081632653061225
eiu,0.0034602076124567475
#
st,0.14802923575512472
nn,0.05906957135565111
ch,0.36502639981563245
mm,0.026770030633800426
rr,0.020074318298907653
nd,0.28598944316508007
dr,0.007956739408426455
hr,0.13298116632622037
tschl,0.03544398449047836
nfz,0.003355704697986577
hn,0.05862861539795608
lt,0.04543371012078605
zw,0.033327157155461015
schw,0.011839614524178282
kl,0.023740531106601025
br,0.025237359989899004
chtz,0.003355704697986577
ns,0.04881675389695411
rn,0.05493672037714575
nch,0.006803980560055543
tt,0.05686692440556733
rb,0.028083287204733277
nk,0.020339895081191738
tz,0.009143021840276131
rt,0.051751518551440695
ldf,0.005714285714285714
sch,0.08132692100074669
bl,0.009846517119244391
ngsf,0.005714285714285714
th,0.009730349971313827
phys,0.005714285714285714
cht,0.09573229030716202
ft,0.029861271607932928
fr,0.04923758482689137
rk,0.03452188888255252
sp,0.03301215083408564
nchm,0.004132231404958678
ss,0.06963597964061206
mst,0.004132231404958678
nnt,0.013214957859422307
schl,0.015419458856946408
ng,0.07869487645953217
ngst,0.004132231404958678
mmt,0.020797286301476897
ptst,0.006802721088435374
dt,0.013605442176870748
nkr,0.011753216137940324
spr,0.031053838999014843
chk,0.02703777474198673
rs,0.04073704755456003
rg,0.03681888235667917
tsst,0.006802721088435374
llt,0.01816288013964979
nt,0.03135054145014078
rz,0.013329726225000319
dch,0.0049504950495049506
chs,0.015476810838978634
ll,0.05506129576654957
mb,0.009708737864077669
gt,0.014382804002521387
nz,0.018355354593074538
rd,0.04643290520702177
rzt,0.03239289446185998
sh,0.005050505050505051
lb,0.015467227112354206
hrsch,0.005050505050505051
nl,0.005050505050505051
rbr,0.010526315789473684
nsg,0.010526315789473684
mt,0.010526315789473684
pr,0.01397459165154265
pl,0.003952569169960474
rl,0.008626635308404192
ht,0.008200902185416777
sst,0.003952569169960474
ls,0.0138610194837843
hlt,0.013442338114027104
rc,0.006443229194867074
fl,0.02235478388635672
lm,0.003952569169960474
gr,0.020871081002992634
kt,0.003952569169960474
str,0.003952569169960474
bfl,0.0024906600249066002
gh,0.0012453300124533001
ck,0.030893903545261094
ff,0.01272417815198702
ndg,0.0012453300124533001
gz,0.0037359900373599006
gsch,0.0024906600249066002
ckt,0.0012453300124533001
rh,0.0024906600249066002
rdk,0.0012453300124533001
rkl,0.0012453300124533001
rrn,0.0012453300124533001
gst,0.0012453300124533001
rch,0.0012453300124533001
tsk,0.0012453300124533001
ntr,0.0012453300124533001
gn,0.009119345760484796
fg,0.004705537624910047
hl,0.011853033140113064
hm,0.006041493081997664
ckb,0.0012453300124533001
ndl,0.008709670131550377
sc,0.005401084537775185
rm,0.014396246897806475
rkt,0.01325941325941326
fsl,0.003003003003003003
bstr,0.003003003003003003
rsch,0.052276594347811234
pf,0.003003003003003003
rdb,0.003003003003003003
rw,0.006006006006006006
bt,0.04260066656494342
bsts,0.003003003003003003
tr,0.022613059273744854
rsp,0.006940010877018751
nb,0.003003003003003003
pp,0.007874015748031496
ln,0.020521017868717826
lz,0.014838307328465777
mp,0.003937007874015748
ckn,0.003937007874015748
np,0.003937007874015748
rst,0.006764893761846418
hlr,0.007194244604316547
sw,0.002398081534772182
ntsch,0.002398081534772182
tzl,0.002398081534772182
ts,0.002398081534772182
lch,0.002398081534772182
tzt,0.002398081534772182
ngt,0.004016064257028112
lkssch,0.004016064257028112
schr,0.004016064257028112
kr,0.006896551724137931
nh,0.0034482758620689655
nsch,0.0034482758620689655
rschr,0.0034482758620689655
ndw,0.0091324200913242
fs,0.0045662100456621
sb,0.012085007038143303
ld,0.01721321216634843
scht,0.0045662100456621
nsm,0.020711518249718588
pfl,0.005128205128205128
nzt,0.005128205128205128
bst,0.005128205128205128
lbst,0.005128205128205128
ntw,0.007518796992481203
chz,0.002183406113537118
fw,0.002183406113537118
nschl,0.002183406113537118
ssch,0.005643613725993865
fst,0.002183406113537118
hst,0.004081632653061225
sl,0.004081632653061225
chm,0.0034602076124567475
ndzw,0.0034602076124567475
#
v,9.052253660997097
c,13.947746339002903
vg,1.4140983187562
cg,3.2864372194797133
#
