Abelard,Adie,Adler,Adolph,Alaric,Albert,Albrecht,Alger,Ancel,Arland,Armand,Arnold,Avicus,Baldwin,Baltasar,Baron,Bergen,Bernard,Bernstein,Bertram,Bingham,Bogart,Brandeis,Bronson,Bud,Burke,Burle,Carsten,Clay,Clovis,Colbert,Dagobert,Dalbert,Dale,Derek,Dewitt,Dian,Dieter,Dietrich,Dolf,Drake,Dutch,Eberhard,Egmont,Elbert,Emery,Ethelred,Everett,Falk,Ferdinand
Adalgisa,Adelaide,Adolfina,Aemilia,Alberta,Alice,Alisha,Amelia,Amerie,Anneliese,Antje,Arabelle,Aria,Arrietty,Aubrey,Berit,Berlynn,Binney,Bluma,Bruna,Callan,Cecania,Clay,Dagmar,Dale,Dame,Della,Dustin,Ebba,Edwina,Elfriede,Emma,Emmylou,Ermine,Faiga,Farica,Frederica,Frieda,Galiana,Geraldine,Gertrude,Gretchen,Griselda,Hallam,Heidi,Henrietta,Hilda,Honey,Ilsa,Imelda
