3
u,0.06601779739918169
e,0.45901008298269896
é,0.04036416245122659
i,0.08391004973804872
a,0.1547782508156911
à,0.029398953300015008
o,0.07350843410330155
ê,0.010818785345463485
è,0.019268083570236
â,0.003745318352059925
#
n,0.10263664149834835
s,0.13314068012476413
c,0.05076577808597379
t,0.10884077470164999
m,0.06697645891983435
d,0.10529897623053554
b,0.014293357792555224
p,0.03688959000413486
r,0.07848315988098231
g,0.006802721088435374
l,0.08025405911653954
j,0.011506700961147961
f,0.015252019313207887
v,0.019809575380172372
y,0.008032128514056224
x,0.008032128514056224
h,0.003745318352059925
q,0.003745318352059925
ç,0.003745318352059925
#
ée,0.021096078880990597
au,0.02232548630661145
iè,0.01456410369752341
ai,0.03593092848348219
eu,0.02232548630661145
ie,0.018309422049583336
ui,0.023284147827264113
ue,0.01177744686611615
ia,0.004016064257028112
oi,0.01177744686611615
uie,0.004016064257028112
ou,0.015252019313207887
oui,0.003745318352059925
iée,0.003745318352059925
#
gl,0.010818785345463485
st,0.046478967923977495
tt,0.013605442176870748
mpl,0.006802721088435374
nt,0.058527160695061836
cl,0.018580167954551523
chr,0.006802721088435374
ph,0.006802721088435374
tr,0.02858671558511045
ng,0.010818785345463485
nn,0.006802721088435374
ch,0.025382889042986894
ll,0.022596232211579637
rc,0.006802721088435374
ss,0.01177744686611615
pr,0.008032128514056224
rg,0.004016064257028112
nd,0.007761382609088038
pl,0.008032128514056224
mb,0.004016064257028112
rr,0.007761382609088038
ffl,0.004016064257028112
ns,0.015252019313207887
nstr,0.004016064257028112
ndr,0.004016064257028112
rt,0.003745318352059925
nst,0.003745318352059925
nts,0.003745318352059925
fr,0.003745318352059925
nç,0.003745318352059925
nth,0.003745318352059925
styl,0.003745318352059925
rs,0.003745318352059925
fl,0.003745318352059925
nc,0.003745318352059925
#
v,1.3222355139429536
c,1.6777644860570462
vg,0.2121653318156828
cg,0.3855587449545948
#
